"","borough","neighborhood","building class category","tax class at present","block","lot","ease-ment","building class at present","address","apartment number","zip code","residential units","commercial units","total units","land square feet","gross square feet","year built","tax class at time of sale","building class at time of sale","sale price","sale date","sale.price.n","land.sqft","year.built","outliers"
"7448",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8243,39," ","B1","9706 AVENUE K                            ","            ",11236,2,0,2,1800,1760,1955,1,"B1",105000,2016-07-08,105000,1800,1955,0
"7449",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8244,64," ","B1","1144 EAST 99TH STREET                    ","            ",11236,2,0,2,2000,1395,1955,1,"B1",570000,2016-08-19,570000,2000,1955,0
"7450",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8245,3," ","B1","9917 AVENUE L                            ","            ",11236,2,0,2,1940,1760,1955,1,"B1",549000,2016-12-19,549000,1940,1955,0
"7452",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8245,11," ","B3","1163 EAST 99TH STREET                    ","            ",11236,2,0,2,2500,1184,1920,1,"B3",640000,2016-08-17,640000,2500,1920,0
"7453",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8245,11," ","B3","1163 EAST 99TH   STREET                  ","            ",11236,2,0,2,2500,1184,1920,1,"B3",160000,2016-03-11,160000,2500,1920,0
"7455",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8245,55," ","B1","1136 EAST 100TH STREET                   ","            ",11236,2,0,2,2000,1540,1955,1,"B1",459000,2016-06-14,459000,2000,1955,0
"7458",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8246,8," ","B1","100-05 AVENUE L                          ","            ",11236,2,0,2,1920,1540,1955,1,"B1",266839,2016-02-29,266839,1920,1955,0
"7459",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8246,20," ","B1","1153 EAST 100TH STREET                   ","            ",11236,2,0,2,2817,1540,1955,1,"B1",465000,2016-08-02,465000,2817,1955,0
"7460",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8247,53," ","B1","1138 EAST 102 STREET                     ","            ",11236,2,0,2,2833,1612,1955,1,"B1",469000,2016-05-13,469000,2833,1955,0
"7461",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8248,2," ","B1","10219 AVENUE L                           ","            ",11236,2,0,2,1927,1540,1955,1,"B1",165000,2016-10-06,165000,1927,1955,0
"7462",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8248,18," ","B1","1157 E 102 STREET                        ","            ",11236,2,0,2,2000,1540,1955,1,"B1",450000,2016-02-08,450000,2000,1955,0
"7463",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8248,38," ","B1","102-02 AVENUE K                          ","            ",11236,2,0,2,2890,1612,1955,1,"B1",459800,2016-02-05,459800,2890,1955,0
"7465",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8249,38," ","B1","10310 AVENUE K                           ","            ",11236,2,0,2,1927,1577,1960,1,"B1",560000,2016-12-12,560000,1927,1960,0
"7466",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8249,38," ","B1","10310 AVENUE K                           ","            ",11236,2,0,2,1927,1577,1960,1,"B1",338879,2016-02-09,338879,1927,1960,0
"7468",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8249,65," ","B1","1166 EAST 104 STREET                     ","            ",11236,2,0,2,2000,1577,1960,1,"B1",624000,2016-09-30,624000,2000,1960,0
"7470",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8250,69," ","B1","1172 EAST 105TH STREET                   ","            ",11236,2,0,2,2833,1585,1960,1,"B1",385000,2016-04-01,385000,2833,1960,0
"7471",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8251,11," ","B9","10518 AVENUE K                           ","            ",11236,2,0,2,2000,3000,1960,1,"B9",672000,2016-01-27,672000,2000,1960,0
"7472",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8252,6," ","B1","1137 EAST 105 STREET                     ","            ",11236,2,0,2,2310,2200,1960,1,"B1",550000,2016-10-05,550000,2310,1960,0
"7473",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8255,48," ","B2","1442 EAST 91ST   STREET                  ","            ",11236,2,0,2,1950,1472,1920,1,"B2",650000,2016-11-04,650000,1950,1920,0
"7474",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8255,48," ","B2","1442 EAST 91ST   STREET                  ","            ",11236,2,0,2,1950,1472,1920,1,"B2",185000,2016-05-16,185000,1950,1920,0
"7475",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8260,10," ","B2","9511 AVE M                               ","            ",11236,2,0,2,2533,2222,2005,1,"B2",650000,2016-08-26,650000,2533,2005,0
"7478",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8261,37," ","S2","9604 AVENUE L                            ","            ",11236,2,1,3,2000,2400,1931,1,"S2",615000,2016-05-19,615000,2000,1931,0
"7479",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8261,64," ","B9","1828 ROCKAWAY PARKWAY                    ","            ",11236,2,0,2,2750,2316,1950,1,"B9",415000,2016-04-06,415000,2750,1950,0
"7481",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8269,43," ","B1","10416 AVENUE L                           ","            ",11236,2,0,2,2000,1540,1955,1,"B1",459500,2016-04-21,459500,2000,1955,0
"7484",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8271,10," ","B2","105-16 FLATLANDS 5TH STREET              ","            ",11236,2,0,2,4250,2448,1970,1,"B2",361000,2016-08-24,361000,4250,1970,0
"7488",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8273,72," ","B1","1311 EAST 108 STREET                     ","            ",11236,2,0,2,3100,2112,1980,1,"B1",585000,2016-12-21,585000,3100,1980,0
"7489",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8275,22," ","B1","1547 EAST 91ST   STREET                  ","            ",11236,2,0,2,2486,2904,1960,1,"B1",540000,2016-04-08,540000,2486,1960,0
"7491",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8277,51," ","B1","9208 ROST PLACE                          ","            ",11236,2,0,2,2382,1824,1960,1,"B1",530000,2016-10-27,530000,2382,1960,0
"7492",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8277,74," ","B1","9217 ROST PLACE                          ","            ",11236,2,0,2,3050,2072,1960,1,"B1",520000,2016-06-28,520000,3050,1960,0
"7494",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8278,36," ","B1","9402 AVENUE M                            ","            ",11236,2,0,2,2035,2208,1930,1,"B1",590000,2016-05-27,590000,2035,1930,0
"7497",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8281,74," ","B1","1516 EAST 98TH   STREET                  ","            ",11236,2,0,2,1983,1710,1960,1,"B1",475000,2016-06-23,475000,1983,1960,0
"7498",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8282,28," ","B1","1483 EAST 98TH STREET                    ","            ",11236,2,0,2,2000,1760,1955,1,"B1",598000,2016-09-16,598000,2000,1955,0
"7499",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8282,28," ","B1","1483 EAST 98TH STREET                    ","            ",11236,2,0,2,2000,1760,1955,1,"B1",365040,2016-03-02,365040,2000,1955,0
"7500",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8282,54," ","B1","1326 EAST 99TH   STREET                  ","            ",11236,2,0,2,2000,1835,1955,1,"B1",430000,2016-11-16,430000,2000,1955,0
"7503",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8283,66," ","B1","1366 EAST 100TH STREET                   ","            ",11236,2,0,2,2000,1475,1960,1,"B1",483000,2016-04-05,483000,2000,1960,0
"7504",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8285,2," ","B1","10113 AVENUE N                           ","            ",11236,2,0,2,1488,1968,2007,1,"B1",635000,2016-09-30,635000,1488,2007,0
"7505",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8285,2," ","B1","10113 AVENUE N                           ","            ",11236,2,0,2,1488,1968,2007,1,"B1",240000,2016-01-11,240000,1488,2007,0
"7509",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8299,18," ","B3","1611 EAST 96TH STREET                    ","            ",11236,2,0,2,2000,1280,1930,1,"B3",560000,2016-06-24,560000,2000,1930,0
"7510",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8300,37," ","S2","1943 ROCKAWAY PARKWAY                    ","            ",11236,2,1,3,4800,4830,1972,1,"S2",945000,2016-07-21,945000,4800,1972,0
"7512",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8302,30," ","B1","1431 E. 99TH                             ","            ",11236,2,0,2,2000,1560,1960,1,"B1",510000,2016-06-03,510000,2000,1960,0
"7515",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8302,65," ","B1","1452 EAST 100 STREET                     ","            ",11236,2,0,2,2833,1560,1960,1,"B1",495000,2016-01-13,495000,2833,1960,0
"7516",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8303,15," ","B1","1471 EAST 100 STREET                     ","            ",11236,2,0,2,3000,1760,1960,1,"B1",540000,2016-05-23,540000,3000,1960,0
"7517",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8303,39," ","B1","1415 EAST 100TH STREET                   ","            ",11236,2,0,2,2000,1760,1960,1,"B1",540750,2016-06-07,540750,2000,1960,0
"7519",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8303,70," ","B1","1466 EAST 101 STREET                     ","            ",11236,2,0,2,2000,1560,1960,1,"B1",515000,2016-03-14,515000,2000,1960,0
"7522",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8308,32," ","B2","10574 AVENUE N                           ","            ",11236,2,0,2,5000,1716,1960,1,"B2",670000,2016-09-14,670000,5000,1960,0
"7532",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",4757,17," ","C0","641 ROCKAWAY PARKWAY                     ","            ",11236,3,0,3,2750,3900,1920,1,"C0",272646,2016-01-13,272646,2750,1920,0
"7534",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",7964,78," ","C0","556 EAST 86TH   STREET                   ","            ",11236,3,0,3,2570,3196,2009,1,"C0",465000,2016-06-07,465000,2570,2009,0
"7542",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8021,1," ","C0","8423 AVENUE J                            ","            ",11236,3,0,3,3100,3300,1970,1,"C0",487500,2016-10-18,487500,3100,1970,0
"7544",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8035,11," ","C0","1071 EAST 83RD STREET                    ","            ",11236,3,0,3,2900,3328,1960,1,"C0",695000,2016-05-23,695000,2900,1960,0
"7545",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8035,116," ","C0","1061 EAST 83RD   STREET                  ","            ",11236,3,0,3,2050,2620,1960,1,"C0",660000,2016-02-26,660000,2050,1960,0
"7547",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8044,48," ","C0","31 PAERDEGAT 6 STREET                    ","            ",11236,3,0,3,2000,2410,1965,1,"C0",587000,2016-08-15,587000,2000,1965,0
"7548",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8046,40," ","C0","1104 EAST 81ST   STREET                  ","            ",11236,3,0,3,2000,2760,1965,1,"C0",675000,2016-01-28,675000,2000,1965,0
"7549",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8056,19," ","C0","4 PAERDEGAT 6 STREET                     ","            ",11236,3,0,3,1800,2394,1965,1,"C0",350000,2016-07-27,350000,1800,1965,0
"7552",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8058,28," ","C0","34 PAERDEGAT 8 STREET                    ","            ",11236,3,0,3,2983,3003,1965,1,"C0",670000,2016-04-26,670000,2983,1965,0
"7557",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8074,55," ","C0","1356 EAST 84TH   STREET                  ","            ",11236,3,0,3,2400,3450,1960,1,"C0",640000,2016-10-05,640000,2400,1960,0
"7558",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8080,64," ","C0","1596 REMSEN AVENUE                       ","            ",11236,3,0,3,2542,3517,1965,1,"C0",650000,2016-11-30,650000,2542,1965,0
"7559",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8086,27," ","C0","1421 EAST 89TH   STREET                  ","            ",11236,3,0,3,2392,2773,1960,1,"C0",560000,2016-06-22,560000,2392,1960,0
"7562",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8088,10," ","C0","18 PAERDEGAT 14TH STREE                  ","            ",11236,3,0,3,2133,2945,1960,1,"C0",640000,2016-06-07,640000,2133,1960,0
"7563",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8088,32," ","C0","27 PAERDEGAT 15 STREET                   ","            ",11236,3,0,3,2133,2945,1960,1,"C0",350000,2016-12-01,350000,2133,1960,0
"7566",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8128,15," ","C0","907 EAST 95TH   STREET                   ","            ",11236,3,0,3,2558,2160,1915,1,"C0",640000,2016-06-09,640000,2558,1915,0
"7567",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8142,14," ","C0","987 EAST 92ND   STREET                   ","            ",11236,3,0,3,1808,2604,1935,1,"C0",372319,2016-02-29,372319,1808,1935,0
"7568",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8147,68," ","C0","9723 FARRAGUT ROAD                       ","            ",11236,3,0,3,2280,2320,1925,1,"C0",591600,2016-09-22,591600,2280,1925,0
"7572",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8160,84," ","C0","1094 EAST 92ND STREET                    ","            ",11236,3,0,3,3492,3151,1960,1,"C0",207215,2016-11-14,207215,3492,1960,0
"7574",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8183,34," ","C0","1103 EAST 95TH   STREET                  ","            ",11236,3,0,3,2415,2348,1925,1,"C0",670000,2016-08-24,670000,2415,1925,0
"7577",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8202,65," ","C0","1204 EAST 95TH   STREET                  ","            ",11236,3,0,3,2400,2645,2006,1,"C0",550000,2016-10-24,550000,2400,2006,0
"7578",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8202,66," ","C0","1208 EAST 95TH   STREET                  ","            ",11236,3,0,3,2600,2645,2006,1,"C0",550000,2016-10-24,550000,2600,2006,0
"7584",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8280,26," ","C0","1513 E 96TH STREET                       ","            ",11236,3,0,3,2300,2128,1920,1,"C0",699000,2016-12-22,699000,2300,1920,0
"7586",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8298,12," ","C0","9505 SEAVIEW AVENUE                      ","            ",11236,3,0,3,2092,2856,1965,1,"C0",675000,2016-02-23,675000,2092,1965,0
"7588",3,"CANARSIE                 ","03  THREE FAMILY DWELLINGS                  ","1.000000",8326,7," ","C0","2184 CANARSIE ROAD                       ","            ",11236,3,0,3,3042,3600,1960,1,"C0",655000,2016-07-12,655000,3042,1960,0
